Longitud de onda(nm),Potencia(W)
1.5248796000000001e-06,0.002873003715649247
1.5249025e-06,0.0028718847315758467
1.5249280000000001e-06,0.0028733767103403807
1.5249456e-06,0.00287225772626698
1.5249656e-06,0.00287225772626698
1.5249866000000001e-06,0.002873003715649247
1.5250084e-06,0.002873190212994814
1.5250259e-06,0.0028750549536198378
1.5250415e-06,0.002873003715649247
1.5250632000000001e-06,0.0028728172183036804
1.5250816e-06,0.0028726307209581137
1.5251042e-06,0.002873749705031514
1.5251201e-06,0.002873749705031514
1.5251374e-06,0.0028743089642375708
1.5251584e-06,0.0028733767103403807
1.5251794e-06,0.002872444223612547
1.5251994e-06,0.0028711387421935797
1.5252151e-06,0.002870765747502446
1.52524e-06,0.0028713252395391464
1.5252611e-06,0.002870019758120179
1.5252871e-06,0.0028696467634290457
1.5253023000000001e-06,0.0028674090281128883
1.5253213e-06,0.002868528012186289
1.5253434000000001e-06,0.0028690872713923454
1.5253644e-06,0.0028690872713923454
1.525386e-06,0.0028672225307673216
1.5254015e-06,0.002870019758120179
1.5254246000000001e-06,0.002868714276701212
1.5254446e-06,0.002867595525458455
1.525468e-06,0.002868528012186289
1.5254845000000001e-06,0.002869460266083479
1.5255029e-06,0.0028696467634290457
1.5255249e-06,0.002868714276701212
1.5255465e-06,0.002869273768737912
1.5255664000000001e-06,0.0028711387421935797
1.5255817e-06,0.002870206255465746
1.5256041e-06,0.002870765747502446
1.5256256e-06,0.0028705792501568794
1.5256488e-06,0.00287169823423028
1.5256664000000002e-06,0.002870206255465746
1.5256841e-06,0.002868714276701212
1.525707e-06,0.002869460266083479
1.5257276e-06,0.0028696467634290457
1.5257482e-06,0.002867782022804022
1.5257636e-06,0.0028690872713923454
1.5257854e-06,0.0028666630387306213
1.5258059e-06,0.0028666630387306213
1.5258278000000001e-06,0.0028659170493483543
1.5258452000000001e-06,0.002866290044039488
1.5258630000000001e-06,0.002866103546693921
1.5258855e-06,0.002865357557311654
1.5259081e-06,0.002866290044039488
1.5259296e-06,0.002865357557311654
1.525945e-06,0.002865544054657221
1.5259675000000001e-06,0.0028649845626205206
1.525988e-06,0.0028649845626205206
1.5260123e-06,0.0028651710599660873
1.5260306000000001e-06,0.002866290044039488
1.5260481e-06,0.002866290044039488
1.5260713e-06,0.0028664765413850546
1.5260911e-06,0.0028672225307673216
1.526111e-06,0.002867595525458455
1.5261255e-06,0.002865544054657221
1.5261464e-06,0.0028696467634290457
1.526166e-06,0.002868714276701212
1.5261893e-06,0.002868528012186289
1.5262076000000001e-06,0.002869273768737912
1.5262246e-06,0.002868528012186289
1.5262476e-06,0.0028698332607746124
1.5262683e-06,0.002869273768737912
1.5262891e-06,0.0028690872713923454
1.5263046e-06,0.0028690872713923454
1.526327e-06,0.002868714276701212
1.5263501e-06,0.0028696467634290457
1.5263759000000001e-06,0.002869273768737912
1.5263952e-06,0.0028679685201495886
1.5264113e-06,0.002868341514840722
1.5264348000000001e-06,0.002868714276701212
1.5264542e-06,0.002870019758120179
1.5264749000000001e-06,0.002869273768737912
1.5264903e-06,0.0028726307209581137
1.5265104e-06,0.0028690872713923454
1.5265301e-06,0.0028711387421935797
1.5265525e-06,0.002869273768737912
1.5265699e-06,0.0028690872713923454
1.5265859e-06,0.0028705792501568794
1.5266085e-06,0.002872444223612547
1.5266288e-06,0.002870206255465746
1.5266502000000001e-06,0.002873003715649247
1.5266667e-06,0.002873003715649247
1.5266879e-06,0.002873936202377081
1.5267105000000001e-06,0.00287225772626698
1.5267351e-06,0.00287225772626698
1.5267544000000001e-06,0.0028733767103403807
1.5267707e-06,0.00287225772626698
1.5267927000000001e-06,0.0028735632076859474
1.5268137e-06,0.00287225772626698
1.5268362e-06,0.0028711387421935797
1.5268526e-06,0.0028718847315758467
1.5268733e-06,0.00287225772626698
1.5268945000000001e-06,0.002870206255465746
1.5269162e-06,0.0028703927528113127
1.5269341e-06,0.002870765747502446
1.5269492000000001e-06,0.002870019758120179
1.5269704000000001e-06,0.0028698332607746124
1.5269901e-06,0.0028690872713923454
1.5270127e-06,0.0028664765413850546
1.5270283000000001e-06,0.0028681550174951553
1.5270491e-06,0.002869273768737912
1.5270706e-06,0.002868341514840722
1.5270933e-06,0.0028696467634290457
1.5271123e-06,0.002866849536076188
1.5271274e-06,0.002870019758120179
1.5271505e-06,0.0028672225307673216
1.5271708000000001e-06,0.002866103546693921
1.5271937e-06,0.002867036033421755
1.5272091000000002e-06,0.002869273768737912
1.5272284e-06,0.0028690872713923454
1.5272487e-06,0.0028696467634290457
1.5272701000000001e-06,0.002868341514840722
1.5272897e-06,0.002869460266083479
1.5273056e-06,0.002866849536076188
1.5273288e-06,0.002867036033421755
1.5273498e-06,0.0028664765413850546
1.5273725e-06,0.002865357557311654
1.5273895e-06,0.00286386557854712
1.5274085000000001e-06,0.00286293332464993
1.52743e-06,0.0028636790812015533
1.5274529e-06,0.0028625603299587965
1.5274728e-06,0.0028593898750841618
1.5274873e-06,0.002861441345885396
1.5275084e-06,0.0028612548485398293
1.5275272e-06,0.0028601358644664288
1.5275479e-06,0.0028595763724297285
1.5275641e-06,0.0028595763724297285
1.5275820000000001e-06,0.002859203377738595
1.5276021e-06,0.0028588303830474615
1.5276239e-06,0.0028590168803930283
1.5276438e-06,0.0028601358644664288
1.5276586e-06,0.0028586438857018948
1.5276814e-06,0.0028601358644664288
1.5277005000000001e-06,0.0028603223618119955
1.5277241e-06,0.002859949367120862
1.5277417e-06,0.0028625603299587965
1.5277596e-06,0.0028612548485398293
1.5277832e-06,0.00286293332464993
1.5278064000000001e-06,0.002864611567929387
1.5278293e-06,0.002864052075892687
1.527845e-06,0.0028634925838559866
1.5278667000000001e-06,0.00286330608651042
1.5278864e-06,0.0028634925838559866
1.5279084e-06,0.0028651710599660873
1.5279253e-06,0.0028636790812015533
1.5279420000000001e-06,0.0028642385732382536
1.5279628e-06,0.00286330608651042
1.5279824000000001e-06,0.002864052075892687
1.5280031e-06,0.00286386557854712
1.5280182e-06,0.002861441345885396
1.5280378000000001e-06,0.0028610683511942625
1.5280568e-06,0.002862187335267663
1.5280788e-06,0.0028627468273043633
1.5280972e-06,0.0028618143405765295
1.5281152000000001e-06,0.0028618143405765295
1.52814e-06,0.0028623738326132298
1.5281618e-06,0.0028631198219954967
1.5281851e-06,0.0028608818538486958
1.5282002000000001e-06,0.0028610683511942625
1.5282206e-06,0.0028642385732382536
1.5282407e-06,0.00286330608651042
1.5282641e-06,0.0028636790812015533
1.528282e-06,0.0028649845626205206
1.5283004e-06,0.002864798065274954
1.5283216e-06,0.0028679685201495886
1.5283423e-06,0.0028674090281128883
1.5283636000000002e-06,0.0028664765413850546
1.5283782e-06,0.0028651710599660873
1.5283994e-06,0.002867782022804022
1.52842e-06,0.002868528012186289
1.5284419e-06,0.0028679685201495886
1.5284604e-06,0.0028679685201495886
1.5284775e-06,0.0028672225307673216
1.5284997e-06,0.002866849536076188
1.5285202e-06,0.002868341514840722
1.5285423e-06,0.0028681550174951553
1.5285572e-06,0.0028679685201495886
1.5285788e-06,0.0028681550174951553
1.5285984e-06,0.002867595525458455
1.5286205e-06,0.0028649845626205206
1.5286392e-06,0.002866103546693921
1.5286554e-06,0.0028659170493483543
1.5286774e-06,0.002864611567929387
1.5286986e-06,0.002865544054657221
1.5287191000000001e-06,0.002864052075892687
1.5287349e-06,0.0028642385732382536
1.5287565e-06,0.002864798065274954
1.5287776000000001e-06,0.0028651710599660873
1.5288011e-06,0.0028627468273043633
1.52882e-06,0.0028636790812015533
1.5288363e-06,0.002864798065274954
1.5288579e-06,0.002865357557311654
1.528881e-06,0.002865544054657221
1.5289042e-06,0.0028664765413850546
1.5289196e-06,0.002864798065274954
1.528941e-06,0.0028649845626205206
1.5289611e-06,0.0028657305520027876
1.5289832000000001e-06,0.00286330608651042
1.5289994e-06,0.0028631198219954967
1.5290149000000002e-06,0.0028634925838559866
1.529035e-06,0.0028644250705838203
1.5290565e-06,0.00286386557854712
1.5290785e-06,0.00286293332464993
1.5290947000000002e-06,0.00286330608651042
1.5291163e-06,0.00286330608651042
1.529136e-06,0.00286293332464993
1.5291594e-06,0.0028642385732382536
1.5291772e-06,0.0028612548485398293
1.5291939e-06,0.0028610683511942625
1.5292174000000001e-06,0.0028627468273043633
